timestamp_utc,event_type,duration_sec,description
2026-03-06 05:45:11.357808434+00:00,SHORT_GAP,4.8,0 points nulled
2026-03-06 05:55:26.083933082+00:00,GUST,60.6,AWS boost +4.8kn
2026-03-06 05:57:35.991938789+00:00,SHORT_GAP,4.6,0 points nulled
2026-03-06 05:59:05.985359468+00:00,SENSOR_OFFLINE,283.2,10 points nulled
2026-03-06 05:59:35.858142144+00:00,GUST,37.7,AWS boost +3.9kn
2026-03-06 06:08:37.165405192+00:00,GUST,39.1,AWS boost +3.7kn
2026-03-06 06:15:43.046045205+00:00,SHORT_GAP,3.9,0 points nulled
2026-03-06 06:23:21.719046854+00:00,SHORT_GAP,5.8,0 points nulled
2026-03-06 06:35:51.240558347+00:00,GUST,73.1,AWS boost +4.5kn
2026-03-06 06:36:34.835199899+00:00,SHORT_GAP,5.2,0 points nulled
2026-03-06 06:38:06+00:00,SPIKE,0.0,AWS 16.2 -> 145.6kn
2026-03-06 06:46:37.801814941+00:00,SHORT_GAP,4.8,0 points nulled
2026-03-06 07:06:58.056759333+00:00,SHORT_GAP,4.7,0 points nulled
2026-03-06 07:09:27+00:00,SPIKE,0.0,AWS 12.3 -> 113.2kn
2026-03-06 07:17:09.859529816+00:00,SHORT_GAP,3.6,0 points nulled
2026-03-06 07:22:24.562750778+00:00,SHORT_GAP,10.0,0 points nulled
2026-03-06 07:27:56.388698358+00:00,GUST,48.8,AWS boost +5.0kn
2026-03-06 07:29:18.002265353+00:00,GUST,31.5,AWS boost +3.7kn
2026-03-06 07:38:41.458743959+00:00,SHORT_GAP,5.9,1 points nulled
2026-03-06 07:41:51+00:00,SPIKE,0.0,AWS 12.8 -> 78.7kn
2026-03-06 08:01:32+00:00,SPIKE,0.0,AWS 11.1 -> 85.4kn
2026-03-06 08:09:44+00:00,SPIKE,0.0,AWS 15.0 -> 133.1kn
2026-03-06 08:11:57.174209183+00:00,SHORT_GAP,9.0,0 points nulled
2026-03-06 08:12:21+00:00,SPIKE,0.0,AWS 15.1 -> 45.4kn
2026-03-06 08:14:05.859485929+00:00,SHORT_GAP,7.2,0 points nulled
2026-03-06 08:15:37+00:00,SPIKE,0.0,AWS 17.5 -> 125.2kn
2026-03-06 08:17:45.096376972+00:00,SHORT_GAP,9.8,1 points nulled
2026-03-06 08:20:33.031346806+00:00,SHORT_GAP,6.7,0 points nulled
2026-03-06 08:35:12+00:00,SPIKE,0.0,AWS 20.0 -> 138.3kn
2026-03-06 08:38:53.734461800+00:00,SHORT_GAP,3.1,0 points nulled
2026-03-06 08:49:47.290879106+00:00,SHORT_GAP,6.9,1 points nulled
2026-03-06 08:53:17+00:00,SPIKE,0.0,AWS 19.7 -> 127.1kn
2026-03-06 08:55:10.131185749+00:00,GUST,100.4,AWS boost +7.7kn
2026-03-06 08:58:54.254682774+00:00,SHORT_GAP,4.2,0 points nulled
2026-03-06 09:03:13.896787316+00:00,GUST,116.5,AWS boost +5.0kn
2026-03-06 09:15:49.536198308+00:00,SHORT_GAP,3.3,0 points nulled
2026-03-06 10:13:10.036311217+00:00,SHORT_GAP,9.6,0 points nulled
2026-03-06 10:43:27.957034668+00:00,SENSOR_OFFLINE,204.5,7 points nulled
2026-03-06 10:58:30+00:00,SPIKE,0.0,AWS 20.0 -> 108.9kn
2026-03-06 11:02:31.779044700+00:00,GUST,87.7,AWS boost +3.3kn
2026-03-06 11:08:17.616363973+00:00,SHORT_GAP,9.0,0 points nulled
2026-03-06 11:10:54.416831086+00:00,SENSOR_OFFLINE,52.6,1 points nulled
2026-03-06 11:16:29.478049995+00:00,SHORT_GAP,8.7,0 points nulled
2026-03-06 11:19:23.395746527+00:00,SHORT_GAP,9.7,1 points nulled
2026-03-06 11:24:31.144100359+00:00,SENSOR_OFFLINE,92.7,3 points nulled
2026-03-06 11:35:23.846841688+00:00,GUST,118.3,AWS boost +6.9kn
2026-03-06 11:38:26.482362204+00:00,SHORT_GAP,8.1,0 points nulled
2026-03-06 11:48:50+00:00,SPIKE,0.0,AWS 20.8 -> 122.5kn
2026-03-06 11:49:17.670672080+00:00,SHORT_GAP,5.7,1 points nulled
2026-03-06 12:30:56.769800879+00:00,SHORT_GAP,9.4,0 points nulled
2026-03-06 12:34:30.185073346+00:00,GUST,41.9,AWS boost +6.8kn
2026-03-06 12:41:10+00:00,SPIKE,0.0,AWS 21.5 -> 181.6kn
2026-03-06 12:49:38.485120905+00:00,SENSOR_OFFLINE,212.1,3 points nulled
2026-03-06 12:51:20.528199376+00:00,SHORT_GAP,9.8,1 points nulled
2026-03-06 13:02:21.021627334+00:00,GUST,100.9,AWS boost +3.2kn
2026-03-06 13:28:20.126473857+00:00,GUST,85.4,AWS boost +4.6kn
2026-03-06 13:40:49.521240834+00:00,GUST,50.7,AWS boost +7.9kn
2026-03-06 14:08:51.969276215+00:00,SHORT_GAP,5.1,0 points nulled
2026-03-06 14:18:32.855185858+00:00,SHORT_GAP,4.5,0 points nulled
2026-03-06 14:20:49.743522536+00:00,GUST,84.9,AWS boost +5.9kn
2026-03-06 14:36:25.257360820+00:00,SHORT_GAP,8.8,1 points nulled
2026-03-06 14:40:12.300867644+00:00,SHORT_GAP,3.7,0 points nulled
2026-03-06 14:44:43.057272869+00:00,SHORT_GAP,8.1,0 points nulled
2026-03-06 14:46:17.667991733+00:00,SHORT_GAP,3.8,1 points nulled
2026-03-06 14:58:10.706455634+00:00,SHORT_GAP,5.0,0 points nulled
2026-03-06 15:12:22.240187255+00:00,SHORT_GAP,4.0,0 points nulled
2026-03-06 15:32:04.257913740+00:00,SHORT_GAP,7.3,0 points nulled
2026-03-06 15:36:30+00:00,SPIKE,0.0,AWS 21.0 -> 105.5kn
2026-03-06 15:52:26.332273933+00:00,SHORT_GAP,8.7,0 points nulled
2026-03-06 15:53:16.864515415+00:00,GUST,70.6,AWS boost +5.8kn
2026-03-06 16:09:02.947348384+00:00,SHORT_GAP,5.8,1 points nulled
2026-03-06 16:12:12.991218132+00:00,GUST,41.2,AWS boost +7.9kn
2026-03-06 16:23:50.547433429+00:00,GUST,87.4,AWS boost +3.7kn
2026-03-06 17:00:05.626212655+00:00,GUST,88.1,AWS boost +4.8kn
2026-03-06 17:18:55.344634644+00:00,GUST,44.9,AWS boost +3.3kn
2026-03-06 17:37:34.680056497+00:00,SENSOR_OFFLINE,254.9,4 points nulled
2026-03-06 17:45:39.384290199+00:00,SHORT_GAP,3.4,0 points nulled
2026-03-06 17:46:38.832444443+00:00,SENSOR_OFFLINE,48.4,1 points nulled
2026-03-06 17:57:46.727211628+00:00,GUST,82.8,AWS boost +4.9kn
2026-03-06 18:04:16.292360420+00:00,SHORT_GAP,4.5,0 points nulled
2026-03-06 18:06:11.650003474+00:00,GUST,84.0,AWS boost +3.7kn
2026-03-06 18:08:52.839655819+00:00,GUST,118.4,AWS boost +6.5kn
2026-03-06 18:11:46.801054419+00:00,SHORT_GAP,5.1,0 points nulled
2026-03-06 18:15:09.295999840+00:00,SHORT_GAP,5.4,0 points nulled
2026-03-06 18:24:47.184703433+00:00,GUST,109.2,AWS boost +5.3kn
2026-03-06 19:06:02.193290518+00:00,GUST,73.5,AWS boost +7.2kn
2026-03-06 19:32:30+00:00,SPIKE,0.0,AWS 5.5 -> 23.1kn
2026-03-06 19:48:25.118738171+00:00,GUST,83.9,AWS boost +6.8kn
2026-03-06 19:50:10.076555949+00:00,GUST,38.4,AWS boost +4.7kn
2026-03-06 19:59:57.216856609+00:00,SHORT_GAP,6.3,0 points nulled
2026-03-06 20:07:17.684979237+00:00,SHORT_GAP,5.1,0 points nulled
2026-03-06 20:10:40.380032027+00:00,GUST,97.7,AWS boost +4.2kn
2026-03-06 20:21:55.495873335+00:00,SENSOR_OFFLINE,180.6,3 points nulled
2026-03-06 20:22:00.903595393+00:00,SENSOR_OFFLINE,297.1,5 points nulled
2026-03-06 20:30:29.983437206+00:00,SHORT_GAP,5.8,1 points nulled
2026-03-06 20:47:12.120500042+00:00,GUST,110.7,AWS boost +7.4kn
2026-03-06 20:49:19.351525237+00:00,GUST,78.3,AWS boost +8.0kn
2026-03-06 21:17:49.124396120+00:00,SHORT_GAP,5.8,0 points nulled
2026-03-06 21:34:47.835731446+00:00,GUST,73.4,AWS boost +3.7kn
2026-03-06 22:13:28.342806713+00:00,SHORT_GAP,5.0,1 points nulled
2026-03-06 22:27:37.296747240+00:00,SENSOR_OFFLINE,168.2,3 points nulled
2026-03-06 22:38:56.812609851+00:00,SENSOR_OFFLINE,139.2,3 points nulled
2026-03-06 22:42:13.585341225+00:00,GUST,112.7,AWS boost +5.8kn
2026-03-06 22:48:41.888835260+00:00,GUST,88.3,AWS boost +5.4kn
2026-03-06 22:56:46.234655720+00:00,SHORT_GAP,5.1,0 points nulled
2026-03-06 23:07:25.952538341+00:00,SHORT_GAP,8.2,0 points nulled
2026-03-06 23:12:31+00:00,SPIKE,0.0,AWS 4.6 -> 19.9kn
2026-03-06 23:34:05.692703373+00:00,SHORT_GAP,4.7,0 points nulled
2026-03-06 23:34:27+00:00,SPIKE,0.0,AWS 5.3 -> 48.8kn
2026-03-06 23:36:53.064571990+00:00,GUST,64.3,AWS boost +5.6kn
2026-03-06 23:51:15.237333947+00:00,GUST,107.4,AWS boost +7.8kn
2026-03-06 23:57:28.040956131+00:00,SENSOR_OFFLINE,75.6,1 points nulled
2026-03-07 00:04:13.683486495+00:00,SHORT_GAP,5.3,0 points nulled
2026-03-07 00:20:33.717855843+00:00,SHORT_GAP,7.8,0 points nulled
2026-03-07 00:31:43.700557787+00:00,GUST,115.4,AWS boost +7.7kn
2026-03-07 00:43:34.420568273+00:00,SHORT_GAP,5.2,0 points nulled
2026-03-07 00:46:14+00:00,SPIKE,0.0,AWS 4.2 -> 22.3kn
2026-03-07 00:52:12.403279821+00:00,SHORT_GAP,8.5,0 points nulled
2026-03-07 00:59:17.103853376+00:00,GUST,110.5,AWS boost +3.3kn
2026-03-07 01:14:20.766348942+00:00,GUST,103.0,AWS boost +4.1kn
2026-03-07 01:28:25.212100202+00:00,GUST,103.4,AWS boost +6.4kn
2026-03-07 01:28:56.680429523+00:00,SHORT_GAP,5.4,0 points nulled
2026-03-07 01:33:04.264341961+00:00,SHORT_GAP,5.2,0 points nulled
2026-03-07 01:52:07.893612073+00:00,SHORT_GAP,9.6,0 points nulled
2026-03-07 02:13:39.879333510+00:00,SHORT_GAP,6.2,0 points nulled
2026-03-07 02:27:00.367661329+00:00,GUST,88.0,AWS boost +7.9kn
2026-03-07 02:59:07.236844438+00:00,GUST,92.0,AWS boost +5.0kn
2026-03-07 03:04:16+00:00,SPIKE,0.0,AWS 9.2 -> 51.4kn
2026-03-07 03:04:28.112341173+00:00,SENSOR_OFFLINE,218.4,3 points nulled
2026-03-07 03:21:17.854402369+00:00,GUST,74.7,AWS boost +4.5kn
2026-03-07 03:28:30.989192521+00:00,SHORT_GAP,7.9,0 points nulled
2026-03-07 03:28:39.225950706+00:00,GUST,106.6,AWS boost +4.6kn
2026-03-07 04:02:56.210861699+00:00,GUST,69.4,AWS boost +5.4kn
2026-03-07 04:03:07+00:00,SPIKE,0.0,AWS 8.8 -> 44.7kn
2026-03-07 04:06:55.217992549+00:00,SHORT_GAP,3.9,0 points nulled
2026-03-07 04:08:51.472608817+00:00,GUST,40.7,AWS boost +4.3kn
2026-03-07 04:13:58.726031046+00:00,GUST,86.4,AWS boost +7.4kn
2026-03-07 04:28:57.666510168+00:00,SHORT_GAP,9.3,1 points nulled
2026-03-07 04:31:28.815348524+00:00,GUST,75.2,AWS boost +7.8kn
2026-03-07 04:34:55.001633662+00:00,GUST,114.3,AWS boost +5.5kn
2026-03-07 04:47:17.764329976+00:00,SHORT_GAP,8.6,0 points nulled
2026-03-07 05:07:07.960227458+00:00,SHORT_GAP,8.2,0 points nulled
2026-03-07 05:14:40.866852702+00:00,GUST,88.7,AWS boost +6.0kn
2026-03-07 05:19:31+00:00,SPIKE,0.0,AWS 2.5 -> 7.9kn
2026-03-07 05:30:54.988972306+00:00,SENSOR_OFFLINE,256.4,5 points nulled
2026-03-07 05:39:04.507686118+00:00,SHORT_GAP,9.1,2 points nulled
